id,title,childIds,scope,0,authorId,ownerIds,customStatusId,createdDate,endDate,completedDate,startDate
IEAEINT7I5B42LQR,Carlos´s Business Expenses,[],WsFolder,,,,,,,,
IEAEINT7I4YTDVX4,J222 - Lifting Pin Certification,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2022-01-12T14:07:17Z,,2022-01-12T14:07:55Z,
IEAEINT7I5AGTQ3B,2. Program Delivery,"['IEAEINT7I5AGTO7Y', 'IEAEINT7I5AGTO3L', 'IEAEINT7I5AGTPDB', 'IEAEINT7I5AGTO5B', 'IEAEINT7I5AGTO6Q', 'IEAEINT7I5AGTSYD', 'IEAEINT7I5AGTO4T', 'IEAEINT7I5AGTPFE', 'IEAEINT7I5AGTPBH']",WsFolder,,KUAJVUPW,['KUAPSRAK'],IEAEINT7JMB3DINO,2023-03-20T22:45:02Z,,,
IEAEINT7I4Z7N2B7,J298 - (ADM) Fatigue Analysis of CAT 793D,[],WsFolder,,,,,,,,
IEAEINT7I4VQBDNH,Week 28,[],WsFolder,,,,,,,,
IEAEINT7I4VYJ5WT,J242 - Cable Drum Transport Trailer,[],WsFolder,,KUALR2UV,['KUADNVMK'],IEAEINT7JMCLXA5J,2021-07-28T11:56:13Z,2021-08-04,2021-08-31T07:59:30Z,2021-07-28
IEAEINT7I5AGTO3L,2.1 Sales & Marketing -MOS Implementation,[],WsFolder,,KUAJVUPW,"['KUAPSRAK', 'KUAJVUPW']",IEAEINT7JMB3DINO,2023-03-20T22:41:37Z,,,
IEAEINT7I5AGTQX3,1. Program Definition,[],WsFolder,,KUAJVUPW,[],IEAEINT7JMAAAAAA,2023-03-20T22:44:53Z,,,
IEAEINT7I4UO252D,J208,[],RbFolder,,KUAJV4AW,['KUAJV4AW'],IEAEINT7JMAAAAAA,2021-05-06T23:25:26Z,,,
IEAEINT7I4UO22TC,J2018,[],RbFolder,,KUAJV4AW,['KUAJV4AW'],IEAEINT7JMAAAAAA,2021-05-06T23:14:13Z,,,
IEAEINT7I4XFJ5G7,J249 - Hitachi 170 140 W,[],WsFolder,,KUAJV4AW,[],IEAEINT7JMCLXA5J,2021-10-21T16:09:55Z,,2021-11-29T20:14:45Z,
IEAEINT7I4UWFYJA,J231 - Plaform TEDQ471,[],WsFolder,,KUALR2UV,['KUALR2UV'],IEAEINT7JMCLXA5J,2021-05-21T20:34:31Z,2021-05-26,2021-06-16T19:41:01Z,2021-05-21
IEAEINT7I4VDAS2A,J236 - Hitachi zx85us-5a,[],WsFolder,,KUALR2UV,['KUALR2UV'],IEAEINT7JMCLXA5J,2021-06-17T11:06:16Z,2021-06-29,2021-06-28T10:26:21Z,2021-06-23
IEAEINT7I4UEAG57,To be Organised,"['IEAEINT7I43O4K7M', 'IEAEINT7I4YOPSTE', 'IEAEINT7I4YB7KUZ', 'IEAEINT7I4ZNETCZ', 'IEAEINT7I43ZVJIR', 'IEAEINT7I4YGBFHP', 'IEAEINT7I44WMFHV', 'IEAEINT7I4X5A3OE', 'IEAEINT7I4ZSZKBY', 'IEAEINT7I4Z7QA7O', 'IEAEINT7I45EM4OQ', 'IEAEINT7I45ICAIX', 'IEAEINT7I44WMEDR', 'IEAEINT7I4YXGYXO', 'IEAEINT7I4ZZZ2F7', 'IEAEINT7I4ZVH3LQ', 'IEAEINT7I43OVVCM', 'IEAEINT7I4X5CMPY', 'IEAEINT7I46ST34C', 'IEAEINT7I43I74N7', 'IEAEINT7I42ZGWBA', 'IEAEINT7I4YU4TP2', 'IEAEINT7I44Z5VFL', 'IEAEINT7I4ZJMKZA', 'IEAEINT7I4YXTEOA', 'IEAEINT7I443YUIF', 'IEAEINT7I44WQXCS', 'IEAEINT7I4ZGD3K6', 'IEAEINT7I42KMKXC', 'IEAEINT7I44LN5TS', 'IEAEINT7I43ZLMGS', 'IEAEINT7I43I74SI', 'IEAEINT7I44WMEBM', 'IEAEINT7I44H4R5Q', 'IEAEINT7I44AHRCT', 'IEAEINT7I4YZODKH', 'IEAEINT7I425BAIC', 'IEAEINT7I47FC54D', 'IEAEINT7I42N2MYO', 'IEAEINT7I42BFM2G', 'IEAEINT7I4Y5S7YM', 'IEAEINT7I4YQ4JSY', 'IEAEINT7I43VQYMP', 'IEAEINT7I445ORMA', 'IEAEINT7I45MZYE3', 'IEAEINT7I42KMKT3', 'IEAEINT7I42RAG6N', 'IEAEINT7I45Z32WD', 'IEAEINT7I44PA5RP', 'IEAEINT7I43I74XM', 'IEAEINT7I44WME4A', 'IEAEINT7I4Y5R6FQ', 'IEAEINT7I4YOPSYO', 'IEAEINT7I42YE7PI', 'IEAEINT7I45TBXK5', 'IEAEINT7I44M6HF4', 'IEAEINT7I4YEEURR', 'IEAEINT7I44DCNCF', 'IEAEINT7I457N2QD', 'IEAEINT7I46J5VPJ', 'IEAEINT7I4X5DGJN', 'IEAEINT7I45BF4HP', 'IEAEINT7I4ZFLYRL', 'IEAEINT7I44WESA5']",WsFolder,,,,,,,,
IEAEINT7I4WEEBC5,J243 - Landroller,[],WsFolder,,KUAJV4AW,[],IEAEINT7JMCLXA5J,2021-08-20T02:00:58Z,,2021-08-20T05:36:12Z,
IEAEINT7I5AGTSYD,2.0 Program Integration,[],WsFolder,,KUAJVUPW,[],IEAEINT7JMAAAAAA,2023-03-20T22:49:41Z,,,
IEAEINT7I4TMC3ZL,Personal,[],WsFolder,,,,,,,,
IEAEINT7I4TMKX4Q,Personal,[],WsFolder,,,,,,,,
IEAEINT7I4TXQ2WW,1. Initiation,[],RbFolder,,,,,,,,
IEAEINT7I4TXQ2WY,3. Development,[],RbFolder,,,,,,,,
IEAEINT7I4TXQ2WT,Projects with Phases,[],WsFolder,,,,,,,,
IEAEINT7I4TXQ2WX,2. Planning,[],RbFolder,,,,,,,,
IEAEINT7I4TXQ2W2,5. Launch,[],RbFolder,,,,,,,,
IEAEINT7I4TXQ2WZ,4. Testing,[],RbFolder,,,,,,,,
IEAEINT7I4TYHMCF,01 300W PIR,[],RbFolder,,,,,,,,
IEAEINT7I4TXQZCV,Created Tasks & Projects,[],WsFolder,,,,,,,,
IEAEINT7I4TXQZCR,Carlos Cardenas — deleted user resources,['IEAEINT7I4TXQZCV'],WsFolder,,,,,,,,
IEAEINT7I4ZAGCFV,Kick-off meeting,[],RbFolder,,,,,,,,
IEAEINT7I5AGTPDB,2.7 IT Management,[],WsFolder,,KUAJVUPW,[],IEAEINT7JMAAAAAA,2023-03-20T22:42:32Z,,,
IEAEINT7I4TXQ2WV,Complex Project with Phases,"['IEAEINT7I4TXQ2WY', 'IEAEINT7I4TXQ2WZ', 'IEAEINT7I4TXQ2W2', 'IEAEINT7I4TXQ2WW', 'IEAEINT7I4TXQ2WX']",RbFolder,,KUADNVMK,['KUADNVMK'],IEAEINT7JMAAAAAA,2021-03-23T07:29:09Z,,,
IEAEINT7I5BQ7BW4,Alex Lvov's Business Expenses,[],RbFolder,,,,,,,,
IEAEINT7I4UEAHMH,Certifications,"['IEAEINT7I4UEBDGS', 'IEAEINT7I4UEBCWI', 'IEAEINT7I4UO22TC']",RbFolder,,,,,,,,
IEAEINT7I4UEAHP7,SHM,['IEAEINT7I4UEBICM'],RbFolder,,,,,,,,
IEAEINT7I4UEA7IT,Audits,[],RbFolder,,,,,,,,
IEAEINT7I4UEBDGS,Structures,"['IEAEINT7I4UEBD2W', 'IEAEINT7I4UEBRWK', 'IEAEINT7I4U25YEU', 'IEAEINT7I4UO252D']",RbFolder,,,,,,,,
IEAEINT7I4UEBCWI,Machinery,[],RbFolder,,,,,,,,
IEAEINT7I4UEBD2W,J216MRP001,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2021-04-15T18:48:26Z,,,
IEAEINT7I4UEBRWK,J218MRP001,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMB3DINO,2021-04-15T19:10:36Z,,,
IEAEINT7I4X5DGJN,Y21W49,[],WsFolder,,,,,,,,
IEAEINT7I4UHWHTG,Fidel,[],WsFolder,,,,,,,,
IEAEINT7I4UHWHPJ,Louis,[],WsFolder,,,,,,,,
IEAEINT7I4UHWHNF,Charles,[],WsFolder,,,,,,,,
IEAEINT7I4UHWHC4,Leo,[],WsFolder,,,,,,,,
IEAEINT7I4UHWHUB,Nick,[],WsFolder,,,,,,,,
IEAEINT7I4Z7QA7O,Y22W14,[],WsFolder,,,,,,,,
IEAEINT7I4VCVSSK,Week 24,[],WsFolder,,,,,,,,
IEAEINT7I4XMW636,J252 - Visy Smithfield Pre-Design,[],WsFolder,,KUAJVUPW,"['KUAJVUPW', 'KUAJVURM', 'KUAMCL4Z']",IEAEINT7JMCLXA5J,2021-11-03T19:47:10Z,,2022-01-17T21:44:52Z,
IEAEINT7I4UO2Z3X,Daily Meeting information hand over,[],RbFolder,,,,,,,,
IEAEINT7I4UQOHYS,BHP Port Hedland Buildings Structural Inspection,[],RbFolder,,KUADNVMK,['KUADNVMK'],IEAEINT7JMAAAAAA,2021-05-11T06:03:53Z,2021-05-11,,2021-05-11
IEAEINT7I47KMRZ7,Iván Escorcia,[],WsFolder,,KUAPGNLY,['KUAPGNLY'],IEAEINT7JMAAAAAA,2023-02-07T18:08:45Z,,,
IEAEINT7I47KMR4W,Juan Duncan,[],WsFolder,,KUAPGNLY,['KUAPGNLY'],IEAEINT7JMAAAAAA,2023-02-07T18:08:55Z,,,
IEAEINT7I5BQWJBG,J385 - Trinity Flown Reflectors,['IEAEINT7I5BQWLZ6'],WsFolder,,KUAJV4AW,['KUAJV4AW'],IEAEINT7JMCLXA5J,2023-05-22T15:25:51Z,2023-06-16,2023-07-11T18:23:11Z,
IEAEINT7I5CPZWIY,J394 - (ADM) Racking Engineering,[],WsFolder,,,,,,,,
IEAEINT7I42QAV3A,J306 - Incinerator Recovery Conveyor,['IEAEINT7I42QAWCL'],WsFolder,,KUAJVUPW,['KUAJVURM'],IEAEINT7JMCLXA5J,2022-04-29T14:58:39Z,2023-03-01,2022-11-17T16:56:34Z,2022-11-29
IEAEINT7I5CO73X4,J390 - (ADM) Training Weapon Trolly,[],WsFolder,,,,,,,,
IEAEINT7I4VCXA5F,J234 - CV802 Trestle leg repair,[],WsFolder,,KUALR2UV,"['KUADNVMK', 'KUALR2UV']",IEAEINT7JMCLXA5J,2021-06-16T20:50:03Z,2021-06-18,2021-07-28T07:06:32Z,2021-06-16
IEAEINT7I4U6AMDT,13 - WWTP SEWAGE - Building WWTP Sewage,[],WsFolder,,,,,,,,
IEAEINT7I4U6AK4H,07 - BLD604 - Building Mooka OCRS Warehouse BLD604,[],WsFolder,,,,,,,,
IEAEINT7I4U6AMIG,14 - CON-01 - Building Store Room MSF CON-01,[],WsFolder,,,,,,,,
IEAEINT7I4YRKNWH,J269 - Truss conveyor structural analysis,"['IEAEINT7I4354FMJ', 'IEAEINT7I4YRKNWI']",WsFolder,,KUADNVMK,['KUAJVURM'],IEAEINT7JMCLXA5J,2022-01-10T10:08:19Z,2022-08-19,2022-06-16T05:06:14Z,2022-02-08
IEAEINT7I4UEBICM,J351SHM008,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2021-04-15T18:54:42Z,,,
IEAEINT7I4U25YEU,J225,[],RbFolder,,KUAJV4AW,['KUAJV4AW'],IEAEINT7JMAAAAAA,2021-06-01T22:48:29Z,,,
IEAEINT7I4UEAHTH,Design,[],RbFolder,,,,,,,,
IEAEINT7I4VXL3RZ,Week 30,[],WsFolder,,,,,,,,
IEAEINT7I4UQOJUL,BHP Port Hedland Buildings Structural Integrity Proposal,[],WsFolder,,KUADNVMK,"['KUADNVMK', 'KUAKGJIH']",IEAEINT7JMB63AGK,2021-05-11T06:10:51Z,2021-05-10,,2021-05-10
IEAEINT7I4UAYROG,PI Technical Pull Test,[],WsFolder,,KUADNVMK,['KUADNVMK'],IEAEINT7JMAAAAAD,2021-04-09T07:59:48Z,2021-04-10,2021-06-18T00:48:44Z,2021-04-09
IEAEINT7I4VE5GVM,Week 25,[],WsFolder,,,,,,,,
IEAEINT7I44DCNCF,Y22W32,[],WsFolder,,,,,,,,
IEAEINT7I4Y5VP4B,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I456TJJ7,J344 - (ADM) Client Service Development,[],WsFolder,,,,,,,,
IEAEINT7I4VIQBGQ,Week 26,[],WsFolder,,,,,,,,
IEAEINT7I4UHWHKL,Alex,[],WsFolder,,,,,,,,
IEAEINT7I4VTPMBI,J241 - Visy Recycling-MRF Upgrade,['IEAEINT7I4Y4UJQ7'],WsFolder,,KUALR2UV,['KUAJVURM'],IEAEINT7JMCLXA5J,2021-07-19T06:18:11Z,2022-05-06,2022-08-12T21:17:35Z,2021-12-10
IEAEINT7I4VMBCOM,Week 27,[],WsFolder,,,,,,,,
IEAEINT7I42FS4IS,J301 - 5Y Sfty Insp SIM CVI MSF Store BLD505,['IEAEINT7I42FS65R'],WsFolder,,KUAJVUPW,['KUAMBT5J'],IEAEINT7JMCLXBAM,2022-04-11T22:47:23Z,,,
IEAEINT7I43ZLMGS,Y22W29,[],WsFolder,,,,,,,,
IEAEINT7I4ZLXHTF,J281 - CM Canister Driver,['IEAEINT7I4ZLZPYZ'],WsFolder,,KUAJVUPW,['KUAQTHP6'],IEAEINT7JMCLXBBD,2022-02-24T19:01:04Z,,2022-11-30T04:46:04Z,
IEAEINT7I45CAYRA,J339 - Brandown Structural Analysis,['IEAEINT7I45CKKXL'],WsFolder,,KUAQTHQB,"['KUAJVURM', 'KUAOIXQV', 'KUAQTHQB']",IEAEINT7JMCLXA5J,2022-10-05T04:58:27Z,2022-10-14,2023-01-23T19:14:45Z,2022-10-11
IEAEINT7I45CAY2K,J340 - Resource Co Structural Analysis,['IEAEINT7I45CKLAE'],WsFolder,,KUAQTHQB,"['KUAJVURM', 'KUAQTHQD']",IEAEINT7JMCLXA5J,2022-10-05T05:00:40Z,2022-10-21,2022-12-19T20:49:34Z,
IEAEINT7I4V3SFU5,Week 31,[],WsFolder,,,,,,,,
IEAEINT7I4V6364P,Week 32,[],WsFolder,,,,,,,,
IEAEINT7I4ZAGA6D,J274 - (ADM) RIV Manufacturing,[],WsFolder,,,,,,,,
IEAEINT7I4X6RKMD,Meetings,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCAPJJW,2021-12-01T21:37:23Z,,,
IEAEINT7I4XAWNBZ,Week 35,[],WsFolder,,,,,,,,
IEAEINT7I4WB3TLY,Week 33,[],WsFolder,,,,,,,,
IEAEINT7I4XY6PFN,Closed projects,['IEAEINT7I4VQ7ORW'],WsFolder,,,,,,,,
IEAEINT7I4ZDIRDL,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4Y4CJ5F,Financial estimates,[],WsFolder,,,,,,,,
IEAEINT7I5AWJQHY,J379 - (ADM) GCM Equipment Relocation,[],WsFolder,,,,,,,,
IEAEINT7I434GLB6,J294 - Quantitative Based Surface Condition Evaluation,['IEAEINT7I434GLFQ'],WsFolder,,KUAJVUPW,['KUADNVMK'],IEAEINT7JMCLXBBD,2022-07-22T15:53:02Z,2022-07-22,2022-08-02T23:49:27Z,
IEAEINT7I4YYOWAU,Structures of projects,"['IEAEINT7I4YYOVZI', 'IEAEINT7I4YYO2WI']",RbFolder,,,,,,,,
IEAEINT7I46ZVBUZ,J358 - (ADM) Hammon Park Jump Park Whale Tale,[],WsFolder,,,,,,,,
IEAEINT7I4YYOVZI,Hailrail System Harrybilt,[],RbFolder,,KUAJVUPW,[],IEAEINT7JMAAAAAA,2022-01-21T15:24:16Z,,,
IEAEINT7I4WNGNLV,Week 36,[],WsFolder,,,,,,,,
IEAEINT7I43FJ5UB,J314 - StoreMasta Container Design,['IEAEINT7I43FJ6BS'],WsFolder,,KUAJVUPW,"['KUAMBT5J', 'KUALNZH6']",IEAEINT7JMCLXA5J,2022-06-08T20:24:00Z,2022-06-27,2022-08-18T22:41:31Z,2022-06-17
IEAEINT7I4YQGJUI,J266 - (ADM) CV815 Tunnel Durability Study,[],WsFolder,,,,,,,,
IEAEINT7I4WX7JPS,Week 39,[],WsFolder,,,,,,,,
IEAEINT7I4YCA4EY,J261 - ROM Bin Durability Study,['IEAEINT7I4YQGEG6'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2021-12-07T15:49:15Z,2022-02-18,2022-02-07T23:35:09Z,2022-01-18
IEAEINT7I4WX7JNO,Week 38,[],WsFolder,,,,,,,,
IEAEINT7I4WSAKI2,Week 37,[],WsFolder,,,,,,,,
IEAEINT7I4YYO2WI,Structural Mechanical Certification,[],RbFolder,,KUAJVUPW,[],IEAEINT7JMAAAAAA,2022-01-21T15:30:47Z,,,
IEAEINT7I42D7EDZ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I44W23CX,J337 - (ADM) BHP Buildings Inspections,[],WsFolder,,,,,,,,
IEAEINT7I43NJDGG,5Y Sfty Insp CVI Bldg Med Subs,[],RbFolder,,KUAJVUPW,"['KUADNVMK', 'KUANU3JP']",IEAEINT7JMCLXA5I,2022-06-23T14:47:11Z,,,
IEAEINT7I42D7D7R,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42D7EG7,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42D7D63,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42D7EHM,Administrative,[],RbFolder,,,,,,,,
IEAEINT7I4UVOQFI,Balcony Screen System,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCA5FKR,2021-05-20T17:14:14Z,,2021-12-06T03:50:16Z,
IEAEINT7I45DWBOW,J341 - (ADM) FEA - Liebherr A914,[],WsFolder,,,,,,,,
IEAEINT7I4W35OVH,Week 40,[],RbFolder,,,,,,,,
IEAEINT7I4W35OYA,Week 40,[],WsFolder,,,,,,,,
IEAEINT7I4XAD5PX,Week 41,[],WsFolder,,,,,,,,
IEAEINT7I44EP3N5,J330 - (ADM) Backing Plate Rack,[],WsFolder,,,,,,,,
IEAEINT7I4YGBFHP,Y21W51,[],WsFolder,,,,,,,,
IEAEINT7I42NBPQX,J303 - (ADM) Structural integrity defects proactive mitigation study,[],WsFolder,,,,,,,,
IEAEINT7I4XAWDE6,Week 34,[],WsFolder,,,,,,,,
IEAEINT7I4VJWMYF,J237 - ROM Bin Inspection,['IEAEINT7I4VJWNFC'],WsFolder,,KUALR2UV,"['KUADNVMK', 'KUALR2UV']",IEAEINT7JMCLXA5J,2021-06-30T15:59:12Z,2021-07-16,2021-11-04T08:19:41Z,2021-07-05
IEAEINT7I4YOPSTE,Y21W52,[],WsFolder,,,,,,,,
IEAEINT7I4YTDVFQ,J225 - Forklift Bulk Bag Lifting Frame,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2022-01-12T14:06:12Z,,2022-01-12T14:06:17Z,
IEAEINT7I42FS65R,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4YOPSYO,Y22W01,[],WsFolder,,,,,,,,
IEAEINT7I4ZGD3K6,Y22W08,[],WsFolder,,,,,,,,
IEAEINT7I4XJ4TPP,Week 42,[],WsFolder,,,,,,,,
IEAEINT7I4YBLEVZ,J257 - Vent Line Repair,[],WsFolder,,KUAJV4AW,[],IEAEINT7JMCLXA5J,2021-12-06T15:39:03Z,,2021-12-10T06:45:30Z,
IEAEINT7I4XMRKFI,Week 44,[],WsFolder,,,,,,,,
IEAEINT7I45DWB2W,00. Pre work,[],RbFolder,,,,,,,,
IEAEINT7I4XYLDFV,Research & Development (RD),"['IEAEINT7I4XZJBLW', 'IEAEINT7I4ZAF4YH', 'IEAEINT7I4ZLXFSR', 'IEAEINT7I4XJI2K7', 'IEAEINT7I4XVP2N2', 'IEAEINT7I4ZLXIBU', 'IEAEINT7I4YFULIK', 'IEAEINT7I4Z7Z5VO', 'IEAEINT7I426SB72', 'IEAEINT7I4ZENWQ6', 'IEAEINT7I4ZLXIGC', 'IEAEINT7I4WLBI5M', 'IEAEINT7I4ZLXHTF', 'IEAEINT7I4XWJLY3']",WsFolder,,,,,,,,
IEAEINT7I4XY6PNL,J255 - Grizzly modification,['IEAEINT7I4Y4UOC2'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2021-11-23T15:34:11Z,2022-02-11,2022-02-16T14:23:03Z,2021-11-30
IEAEINT7I462D7UH,8. Marketing,[],RbFolder,,,,,,,,
IEAEINT7I47TG5KF,G005 - J362 Mine Client Lineup Personalized Brochures,[],WsFolder,,KUAOEGVX,[],IEAEINT7JMAAAAAB,2023-02-16T17:34:44Z,,2023-04-24T09:51:32Z,
IEAEINT7I4XYLLAQ,Structural Health Monitoring (SHM),"['IEAEINT7I4VOIQ4E', 'IEAEINT7I4UQG7UV', 'IEAEINT7I4ZLXFIQ']",WsFolder,,,,,,,,
IEAEINT7I4XYKXW4,Maintenance & Engineering Governance (MEG),['IEAEINT7I4ZLXIVO'],WsFolder,,,,,,,,
IEAEINT7I4XYK4PM,Structural & Mechanical Design (SMD),"['IEAEINT7I4ZLXGZK', 'IEAEINT7I4XY6PVO', 'IEAEINT7I4XY6PFN', 'IEAEINT7I4XY6PNL', 'IEAEINT7I4ZLXA5O', 'IEAEINT7I4XMW636', 'IEAEINT7I43FJ5UB', 'IEAEINT7I4YEJU4B', 'IEAEINT7I4VTPMBI', 'IEAEINT7I4YFFUG5']",WsFolder,,,,,,,,
IEAEINT7I4XYLRJY,Asset Life Extension (ALE),['IEAEINT7I4XZJB7D'],WsFolder,,,,,,,,
IEAEINT7I4XYLQN2,Structural & Mechanical Statutory Inspection (SMI),"['IEAEINT7I4YV4ID4', 'IEAEINT7I4ZLXILT', 'IEAEINT7I4YFFUEZ', 'IEAEINT7I4XZJBPE', 'IEAEINT7I43NJIJG', 'IEAEINT7I42VT6GL', 'IEAEINT7I4U5RIKM', 'IEAEINT7I43RY7HL', 'IEAEINT7I43J656G', 'IEAEINT7I4YFFD5I', 'IEAEINT7I42K3WSW', 'IEAEINT7I43ES5NU', 'IEAEINT7I4VJWMYF']",WsFolder,,,,,,,,
IEAEINT7I4XYLTZI,Asset Design Compliance (ADC),"['IEAEINT7I42QAV3A', 'IEAEINT7I4ZZP74X', 'IEAEINT7I4YUAMRE', 'IEAEINT7I425UBA5', 'IEAEINT7I43XMCO7', 'IEAEINT7I4YFFXK6', 'IEAEINT7I425AE35', 'IEAEINT7I4Z62CJA', 'IEAEINT7I42PJVI2', 'IEAEINT7I4XW2MHC', 'IEAEINT7I4YRKNWH', 'IEAEINT7I43ENXGS', 'IEAEINT7I4XZI7DB', 'IEAEINT7I4YFFUJL', 'IEAEINT7I42TTKIH']",WsFolder,,,,,,,,
IEAEINT7I4XZI7AH,Closed projects,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2021-11-24T01:46:55Z,,,
IEAEINT7I4XZI7DB,Closed projects,"['IEAEINT7I4VDAS2A', 'IEAEINT7I4VDAA6R', 'IEAEINT7I4UWFYJA', 'IEAEINT7I4UPZ3PJ', 'IEAEINT7I4VYJ5WT', 'IEAEINT7I4XFJ3S4', 'IEAEINT7I4WNTJSA', 'IEAEINT7I4WPV7VD', 'IEAEINT7I4WNTOGQ', 'IEAEINT7I4XFJ5G7', 'IEAEINT7I4YBLEVZ', 'IEAEINT7I4WEEBC5']",WsFolder,,,,,,,,
IEAEINT7I44AHRCT,Y22W31,[],WsFolder,,,,,,,,
IEAEINT7I4XZJBLW,Closed projects,"['IEAEINT7I4UAYJWF', 'IEAEINT7I4U5Z3TD']",WsFolder,,,,,,,,
IEAEINT7I4XZJBPE,Closed projects,[],WsFolder,,,,,,,,
IEAEINT7I4XZJB7D,Closed projects,['IEAEINT7I4VCXA5F'],WsFolder,,,,,,,,
IEAEINT7I4U6AXE6,28 - BLD061 - Building Pump House NP Admin TK06 BLD061,[],WsFolder,,,,,,,,
IEAEINT7I4UOEF42,Review and Approval,[],RbFolder,,KUALR2UV,[],IEAEINT7JMAAAAAA,2021-05-05T21:09:49Z,,,
IEAEINT7I4VYGHWH,01 - Basic Design,[],RbFolder,,,,,,,,
IEAEINT7I4VT6QKX,03 - Modelling,[],RbFolder,,,,,,,,
IEAEINT7I4U6AV6X,21 - SR818 - Switchroom CD4 SUBPS6 415V SR818,[],WsFolder,,,,,,,,
IEAEINT7I4U6AWOR,24 - SR811 - Switchroom LRP2 Sub 6.6kV SR811,[],WsFolder,,,,,,,,
IEAEINT7I4U5Z34F,01 - Electronical Design,[],RbFolder,,,,,,,,
IEAEINT7I4U5Z324,02 - Mechanical Design,[],RbFolder,,,,,,,,
IEAEINT7I4X22YPV,Week 47,[],WsFolder,,,,,,,,
IEAEINT7I4VQ7QJ7,Mechanical Analysis,[],RbFolder,,,,,,,,
IEAEINT7I4VQ7QLK,Procedureas,[],RbFolder,,,,,,,,
IEAEINT7I4X5A3OE,Y21W48,[],WsFolder,,,,,,,,
IEAEINT7I4VJWNFC,01 - Inspection Preparation,[],WsFolder,,,,,,,,
IEAEINT7I4U6AKRW,06 - SR810 - Switchroom TS704 Sub 6.6kV SR810,[],WsFolder,,,,,,,,
IEAEINT7I4U6ALXS,11 - BLD505 - Building Store Room MSF BLD505,[],WsFolder,,,,,,,,
IEAEINT7I4U6AL6O,12 - BLD503 - Building Com Room MSF BLD503,[],WsFolder,,,,,,,,
IEAEINT7I4U6AWJK,23 - BLD065 - Building Rail Administration BLD065,[],WsFolder,,,,,,,,
IEAEINT7I4VQ7PTV,Test,[],RbFolder,,,,,,,,
IEAEINT7I4VT6M76,02 - Load Estimation,[],RbFolder,,,,,,,,
IEAEINT7I4U5RU7T,01 - BLD220 - Building Lube Facility Amen BLD220,[],WsFolder,,,,,,,,
IEAEINT7I4UOEEFF,Project Preparation,[],RbFolder,,,,,,,,
IEAEINT7I4U5R2QM,02 - SR806 - Switchroom East Yard Svce 415V SR806,[],WsFolder,,,,,,,,
IEAEINT7I4U5R22S,03 - BLD232 - Building FI Major Projects Admin BLD232,[],WsFolder,,,,,,,,
IEAEINT7I4U5R3LR,04 - SR808 - Switchroom Wharf 6.6kV SR808,[],WsFolder,,,,,,,,
IEAEINT7I4X5A5FV,Y21W49,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2021-11-29T19:27:37Z,,,
IEAEINT7I4XV5YL3,Week 46,[],WsFolder,,KUAJVUPW,[],IEAEINT7JMCA5FJ2,2021-11-17T14:57:14Z,,,
IEAEINT7I4UAB46T,Commercial Proposals,"['IEAEINT7I4UAYJWF', 'IEAEINT7I4UAYROG', 'IEAEINT7I4UQOJUL', 'IEAEINT7I4UWF4GO', 'IEAEINT7I4UVOQFI']",WsFolder,,,,,,,,
IEAEINT7I4X5CMPY,Meeting Minutes,[],WsFolder,,,,,,,,
IEAEINT7I4UOEEYU,Project Development,[],RbFolder,,,,,,,,
IEAEINT7I4UWF4GO,Inspection Training,[],WsFolder,,KUALR2UV,"['KUADNVMK', 'KUALR2UV']",IEAEINT7JMCA5FJ3,2021-05-21T20:41:50Z,2021-06-30,2021-12-06T22:57:39Z,2021-05-24
IEAEINT7I4VDABTO,Mechanical Certification,[],RbFolder,,,,,,,,
IEAEINT7I4VT6XJC,06 - Connection Design,[],RbFolder,,,,,,,,
IEAEINT7I4VDABRY,Structural Certification,[],RbFolder,,,,,,,,
IEAEINT7I4VQ7QKW,Railroad Equipment,[],RbFolder,,,,,,,,
IEAEINT7I4VQ7QEZ,Tags,"['IEAEINT7I4VQ7QJ7', 'IEAEINT7I4VQ7QLK', 'IEAEINT7I4VQ7QKW', 'IEAEINT7I4VQ7QGC', 'IEAEINT7I4VQ7QLR']",RbFolder,,,,,,,,
